200109241806     0.166500       0       0       0      -1       0       0
200109241807    0.0105000       0       0       0      -1       0       0
200109241813     0.166500       0       0       0      -1       0       0
200109241814    0.0105000       0       0       0      -1       0       0
200109241820     0.166500       0       0       0      -1       0       0
200109241821    0.0105000       0       0       0      -1       0       0
200109241827     0.166500       0       0       0      -1       0       0
200109241828    0.0105000       0       0       0      -1       0       0
200109241834     0.166500       0       0       0      -1       0       0
200109241835    0.0105000       0       0       0      -1       0       0
200109241841     0.166500       0       0       0      -1       0       0
200109241842    0.0105000       0       0       0      -1       0       0
200109241848     0.166500       0       0       0      -1       0       0
200109241849    0.0105000       0       0       0      -1       0       0
200109241855     0.166500       0       0       0      -1       0       0
200109241856    0.0105000       0       0       0      -1       0       0
200109241904     0.166500       0       0       0      -1       0       0
200109241905    0.0105000       0       0       0      -1       0       0
200109241911     0.166500       0       0       0      -1       0       0
200109241912    0.0105000       0       0       0      -1       0       0
200109241918     0.166500       0       0       0      -1       0       0
200109241919    0.0105000       0       0       0      -1       0       0
200109241925     0.166500       0       0       0      -1       0       0
200109241926    0.0105000       0       0       0      -1       0       0
200109241932     0.166500       0       0       0      -1       0       0
200109241933    0.0105000       0       0       0      -1       0       0
200109241940    0.0105000       0       0       0      -1       0       0
200109241946     0.166500       0       0       0      -1       0       0
200109241947    0.0105000       0       0       0      -1       0       0
200109241953     0.166500       0       0       0      -1       0       0
200109241954    0.0105000       0       0       0      -1       0       0
200109242000     0.166500       0       0       0      -1       0       0
200109242001    0.0105000       0       0       0      -1       0       0
200109242017    0.0105000       0       0       0      -1       0       0
200109242045    0.0105000       0       0       0      -1       0       0
200110181205     0.166500       0       0       0      -1       0       0
200110181206    0.0105000       0       0       0      -1       0       0
200110181212     0.166500       0       0       0      -1       0       0
200110181213    0.0105000       0       0       0      -1       0       0
200110181219     0.166500       0       0       0      -1       0       0
200110181220    0.0105000       0       0       0      -1       0       0
200110181226     0.166500       0       0       0      -1       0       0
200110181227    0.0105000       0       0       0      -1       0       0
