200105141213 200105141227 S18W22 C23
200105141455 200105141512 S15W21 B97
200105150253 200105150300 S17W29 M10
200105150834 200105150845 S17W34 C35
200105150910 200105150916 S18W33 C21
200105160628 200105160634 S17W45 C42
200105160824 200105160839 N17E58 C11
200105161035 200105161042 S17W47 M13
200105161536 200105161550 S11W69 C27
200105161833 200105161840 S17W54 C15
200105162344 200105162349 N14W10 C23
200105170120 200105170124 S16W56 C27
200105170544 200105170551 S19W87 C18
200105171341 200105171354 S13W60 C19
200105171616 200105171640 S17W64 C32
200105171646 200105171652 S16W64 M12
200105171936 200105171956 N13W19 C70
200105172041 200105172049 N13W19 C91
200105172136 200105172142 N22E52 C40
200105172317 200105172324 N20E54 C22
200105210411 200105210432 N22E08 C11
200105221400 200105221413 S18W16 B88
200105222241 200105222251 S18W20 C14
200105231105 200105231111 N25W21 B96
200105231247 200105231252 N08E45 C12
200105231425 200105231428 N07E44 C10
200105241930 200105241944 N07E29 M12
200105242357 200105240006 N06W13 C40
200105251116 200105251119 N03E19 C12
200105251912 200105251937 N03E16 C52
200105252200 200105252210 N07E15 C28
200105261204 200105261208 N02E00 C11
200105261559 200105261620 N04E03 C11
200105290521 200105290526 N20E43 C44
200105290748 200105290755 N19E41 C15
200105312055 200105312101 S16W31 B77
200106011458 200106011502 N18E04 B94
200106011506 200106011509 S24W57 C14
200106011623 200106011628 S24W58 C11
200106020006 200106020019 S08E35 C13
200106021037 200106021040 S08E30 C10
200106030656 200106030659 S16E70 C11
200106031351 200106031355 S19E73 B78
200106031858 200106031905 S06E10 C10
200106032004 200106032011 S06E09 C24
200106032059 200106032122 S19E62 C56
200106040034 200106040046 N27W20 C22
200106040803 200106040812 S18E57 M24
200106041510 200106041515 S19E52 C14
200106041611 200106041633 N24W59 C32
200106042106 200106042110 S05W04 C13
200106042156 200106042204 N28W34 C14
200106050441 200106050451 S18E44 M25
200106051416 200106051421 S05W15 C94
200106060813 200106060817 S19E22 C20
200106061302 200106061306 S19E21 C11
200106061443 200106061446 S04W26 C11
200106061717 200106061728 N23W80 C30
200106061910 200106061920 N23W84 C47
200106062119 200106062153 S18E21 C33
200106070810 200106070813 S17E14 C11
200106071609 200106071614 S06W44 C25
200106080217 200106080228 S17E04 C60
200106081111 200106081117 S08W25 C19
200106081558 200106081603 S09W24 C72
200106081759 200106081802 N04E54 C18
200106081918 200106081927 S09W30 M10
200106082214 200106082216 S09W30 C19
200106091308 200106091312 S08W38 C20
200106091342 200106091343 S16W14 C20
200106091502 200106091507 S07W39 C13
200106091625 200106091631 N16E00 C16
200106091650 200106091655 S06W41 C14
200106091832 200106091834 S08W43 C26
200106091910 200106091921 S07W40 C26
200106092101 200106092119 S08W45 C33
200106092332 200106092335 S07W39 C12
200106092344 200106092350 N06E38 C18
200106100057 200106100104 S08W42 C97
200106100851 200106100902 S08W50 C63
200106101112 200106101126 S07W51 C22
200106101152 200106101156 N22W26 C27
200106101210 200106101214 S12E34 C19
200106101241 200106101247 S07W51 C24
200106101543 200106101548 S07W55 C25
200106101718 200106101726 N18W13 C11
200106101737 200106101739 S08W49 C10
200106101944 200106101949 N21W30 C24
200106102111 200106102123 N28W26 C20
200106110012 200106110020 S05W59 C23
200106111436 200106111446 N19W23 C20
200106112047 200106112052 S17W41 C43
200106120035 200106120036 N21W03 C12
200106120704 200106120707 N25W47 C17
200106120711 200106120719 S15W52 C67
200106121242 200106121257 N21W50 C21
200106121658 200106121704 S07W79 C29
200106130422 200106130433 S25E74 M20
200106130742 200106130747 N14E80 C24
200106130823 200106130827 N20W48 C37
200106131122 200106131142 S29E66 M78
200106131620 200106131628 N20W49 C91
200106131952 200106131957 N20W52 C76
200106140344 200106140349 N19W55 C34
200106140933 200106140943 N19W58 C65
200106141659 200106141703 N03W45 C44
200106150634 200106150641 S26E48 C38
200106150651 200106150704 N21W45 C45
200106151001 200106151013 S26E41 M63
200106151615 200106151620 S16E18 C22
200106152214 200106152226 N18E72 C99
200106160657 200106160708 N07W64 C19
200106161853 200106161913 N21E50 C39
200106162003 200106162010 S29E25 C51
200106170307 200106170318 N14E38 C22
200106180157 200106180230 N19E46 C16
200106180611 200106180619 N09W15 C28
200106181254 200106181304 N20E38 C23
200106181451 200106181455 N19E19 C42
200106181959 200106182021 N18E34 M20
200106191819 200106191826 N11W01 C20
200106192310 200106192326 S10W37 C42
200106201901 200106201909 N08W17 C23
200106202036 200106202044 N15W19 C44
200106210109 200106210117 N16E09 C25
200106210127 200106210132 N06W15 C24
200106210316 200106210319 N06W22 C18
200106210436 200106210446 N09W22 C25
200106211558 200106211602 N13W24 C23
200106220921 200106220929 N21W35 C42
200106221422 200106221433 S07W40 C45
200106221724 200106221729 S07W42 C26
200106221822 200106221828 N10E29 C60
200106222023 200106222028 N09E28 C55
200106222117 200106222122 N10E27 M17
200106222214 200106222222 N14W47 M62
200106222357 200106220001 N09E25 M11
200106230010 200106230015 N09E24 M56
200106230207 200106230213 N08E24 C80
200106230402 200106230408 N10E23 X12
200106230504 200106230509 N11E23 C62
200106230620 200106230626 N10E21 M13
200106231243 200106231304 N09E18 C40
200106231425 200106231433 N09E17 C70
200106231722 200106231728 N10E15 C36
200106231956 200106231959 N11E13 C22
200106240310 200106240314 N10E13 C29
200106240632 200106240635 N10E11 C39
200106240722 200106240729 N18W35 C31
200106241524 200106241532 N13W64 C23
200106250024 200106250027 N17W75 C31
200106250853 200106250901 S15W49 C16
200106251214 200106251219 S13W54 C19
200106260525 200106260537 N24E33 C12
200106261059 200106261100 N18E20 C12
200106270348 200106270354 S20W41 C15
200106270737 200106270743 S48E52 C18
200106272246 200106272250 S21W48 C22
200106272356 200106270000 N12W42 C18
200106280314 200106280345 S21W52 C15
200106282000 200106282004 S28W62 B77
200106282017 200106282022 N02W52 C10
200106282058 200106282106 N01W52 B89
200106291504 200106291550 S50E39 B95
200107030732 200107030739 N19E50 B76
200107070322 200107070331 S20W28 C90
200107081331 200107081349 S06E26 C12
200107081434 200107081437 S06E25 B67
200107081606 200107081619 S07E23 C34
200107081658 200107081702 S07E24 C11
200107090020 200107090046 S08E20 C23
200107090734 200107090739 S05E16 B96
200107090836 200107090840 S06E15 C15
200107091020 200107091025 S06E16 B50
200107091242 200107091251 S06E13 C13
200107100706 200107100710 S07E05 B47
200107110041 200107110047 S07W10 C12
200107122243 200107122247 S19E27 B69
200107130747 200107130750 S08W17 B73
200107140420 200107140430 S17E05 C20
200107140509 200107140513 S17E06 C12
200107141747 200107141756 S19E01 C14
200107142126 200107142133 S19W02 M10
200107150015 200107150023 S19W05 C77
200107150504 200107150508 S24E88 B61
200107150642 200107150656 S19W08 C69
200107151357 200107151409 S19W10 C24
200107152036 200107152043 S09W50 B57
200107160313 200107160320 S18W20 M12
200107160628 200107160636 S19W17 C25
200107160705 200107160709 S09W54 C11
200107160846 200107160855 S18W23 C22
200107160916 200107160921 N10E30 C23
200107161037 200107161041 S17W22 C18
200107161343 200107161348 S20W26 C10
200107161453 200107161459 S18W25 B64
200107161552 200107161604 N09E27 B92
200107161724 200107161732 S18W22 B97
200107162357 200107160011 S26E58 C13
200107170726 200107170732 S26E56 C13
200107171017 200107171024 S18W37 C24
200107171407 200107171415 S21W35 B69
200107171923 200107171926 S18W41 B88
200107180017 200107180026 N09E07 B80
200107180528 200107180532 N09E04 B64
200107181959 200107182006 S18E33 B94
200107182135 200107182141 S17E32 C54
200107190952 200107191004 S08W62 M18
200107191852 200107191902 S23E27 C12
200107192340 200107192345 S18E18 C12
200107200024 200107200026 N08E11 B49
200107202052 200107202125 S21E11 C21
200107210502 200107210508 S22E06 C66
200107210701 200107210730 N21W29 B96
200107210903 200107210909 S22E03 C10
200107221423 200107221426 S20W15 B60
200107230619 200107230623 N10W65 C50
200107231309 200107231312 N09W70 C16
200107231815 200107231828 S21W28 C14
200107232237 200107232241 S20W31 C13
200107240504 200107240509 S19W34 C16
200107240922 200107240927 S18W40 B84
200107241942 200107241949 N13E23 B90
200107250200 200107250206 S21W49 B61
200107250924 200107250929 S22W50 C10
200107270200 200107270207 S23W67 C13
200107290605 200107290621 S20E43 C11
200107310113 200107310120 S22E26 B73
200107311155 200107311206 S12E58 C18
200107311707 200107311720 S12E53 C26
200108010325 200108010350 S14E49 C24
200108011304 200108011310 S12E44 B64
200108011724 200108011735 S14E43 B48
200108021200 200108021205 N24E34 C24
200108021225 200108021238 N17E52 C21
200108021455 200108021500 N23E35 C31
200108021606 200108021613 N22E34 C48
200108021742 200108021746 N23E32 C28
200108021855 200108021900 N24E31 C21
200108030302 200108030307 N22E27 M15
200108030425 200108030431 N16E41 C11
200108030528 200108030534 S15E06 C12
200108030740 200108030750 N24E28 B96
200108030853 200108030902 S13E18 C11
200108030957 200108031005 N25E26 C17
200108031636 200108031646 S22W20 C10
200108032136 200108032142 S15W03 C11
200108040204 200108040209 N22E13 C27
200108040944 200108040949 N24E08 C79
200108041837 200108041846 N16E24 C23
200108041939 200108041945 S22W34 C28
200108042007 200108042016 N21E05 C10
200108042348 200108042353 N25E08 C12
200108050046 200108050052 S20W44 C14
200108050112 200108050114 N16E19 C11
200108050338 200108050342 N24E03 C12
200108050402 200108050407 S15W20 C23
200108050512 200108050515 N20W01 C10
200108050546 200108050548 S13W22 C10
200108050948 200108050953 N17E15 C15
200108051249 200108051254 N17E14 C41
200108051320 200108051325 S23W46 C22
200108051422 200108051441 S19W44 C20
200108051500 200108051504 S20W46 C35
200108051825 200108051830 S20W49 C33
200108051948 200108051953 N18E09 C16
