200110182235      135975.      124433.      136859.      118281.
200110182236      883504.      762361.      889184.      764257.
200110182243      967444.      837910.      937113.      808394.
200110182249      131925.      122314.      131569.      115651.
200110182250      932937.      816995.      940881.      821109.
200110182256      131253.      121654.      129685.      113953.
200110182257      923625.      801708.      923293.      799424.
200110182303      132839.      124862.      132427.      118370.
200110182304      926015.      812402.      930993.      814846.
200110182310      135689.      127370.      133920.      119363.
200110182311      884601.      778934.      878552.      769174.
200110182317      133660.      125199.      131926.      117410.
200110182318      893375.      786034.      884335.      774788.
200110182324      132721.      124921.      130915.      117141.
200110182325      890526.      784478.      891848.      782594.
200110182333      137429.      129882.      133774.      120128.
200110182334      903249.      795345.      909290.      797741.
200110182340      138989.      132621.      136706.      124033.
200110182341      912092.      806206.      912039.      803262.
200110182347      144095.      136899.      142916.      128537.
200110182348      915805.      805383.      911672.      798259.
200110182354      141290.      135734.      138796.      126588.
200110182355      923571.      823991.      914831.      812122.
200110190001      139604.      134171.      137332.      125330.
200110190002      913233.      806942.      911357.      802472.
200110190008      141804.      136051.      142017.      129461.
200110190009      898311.      792286.      900909.      790989.
200110190015      142998.      137201.      141778.      129381.
200110190016      914846.      823448.      910283.      815532.
200110190022      143782.      136969.      143853.      129773.
200110190023      920257.      819261.      921890.      818032.
200110190029      143212.      136069.      144589.      129901.
200110190030      923144.      812357.      926672.      813428.
200110190036      141605.      133557.      142115.      126617.
200110190037      916222.      807124.      918442.      805357.
200110190045      142823.      135649.      143873.      129310.
200110190046      915444.      824215.      923105.      828413.
200110190052      157429.      155864.      155294.      145981.
200110190053      909201.      809637.      907372.      802632.
200110190059      432414.      495799.      394108.      439921.
200110190100  1.17768e+06  1.14206e+06  1.15050e+06  1.10017e+06
200110190106  1.01259e+06  1.21719e+06      903386.  1.07038e+06
200110190107  1.78550e+06  1.90870e+06  1.66384e+06  1.75178e+06
200110190113      855457.  1.02767e+06      761393.      899328.
200110190114  1.46203e+06  1.51208e+06  1.38604e+06  1.41116e+06
200110190120      690113.      817927.      619000.      719691.
200110190121  1.32046e+06  1.32341e+06  1.26571e+06  1.24868e+06
200110190127      617788.      726788.      557955.      642302.
200110190128  1.24307e+06  1.22754e+06  1.19901e+06  1.16389e+06
200110190134      488519.      566464.      445097.      502566.
200110190135  1.15465e+06  1.12354e+06  1.13752e+06  1.09244e+06
200110190141      363951.      411736.      336047.      367533.
200110190142  1.07288e+06  1.00409e+06  1.05583e+06      977352.
200110190148      318749.      355839.      295637.      318162.
200110190149  1.02361e+06      952958.  1.01277e+06      933785.
200110190157      294365.      324337.      274797.      290944.
200110190158  1.00526e+06      925972.  1.00603e+06      918265.
200110190204      283684.      309246.      267321.      278904.
200110190205      994814.      917158.      986441.      899303.
200110190211      264856.      288486.      249393.      260000.
200110190212      982132.      910670.      972122.      891204.
200110190218      260810.      281004.      248383.      255949.
200110190219      959784.      876020.      957986.      864695.
200110190225      272688.      295779.      254560.      264101.
200110190226      976254.      888993.      963834.      868653.
200110190232      283114.      309685.      263871.      276823.
200110190233  1.01968e+06      939965.  1.01080e+06      922152.
200110190239      281691.      310031.      258013.      272823.
200110190240  1.00307e+06      923122.      993846.      906748.
200110190246      273349.      299639.      251941.      265137.
200110190247      960751.      885986.      947607.      863476.
200110190253      260658.      280409.      244531.      251036.
200110190254  1.02414e+06      938494.  1.01493e+06      920947.
200110190300      313198.      331876.      317347.      323092.
200110190301  1.02631e+06      940953.  1.03058e+06      935672.
200110190309      269422.      285764.      263353.      267585.
200110190310  1.00470e+06      914317.  1.00162e+06      905478.
200110190316      261764.      280690.      254023.      260993.
200110190317      998652.      926828.  1.01032e+06      931371.
200110190323      238776.      251870.      235324.      236910.
200110190324      943497.      855784.      947614.      852543.
200110190330      219354.      228536.      216322.      214799.
200110190331      972826.      874095.      971936.      867052.
200110190337      209778.      217845.      206344.      204296.
200110190338      988293.      888846.      983369.      878857.
200110190344      195011.      201087.      191249.      188080.
200110190345      947492.      870876.      949143.      868072.
200110190351      190371.      196567.      186687.      183739.
200110190352      955800.      875185.      955907.      871949.
200110190358      184411.      189119.      180982.      176677.
200110190359      922748.      832644.      928317.      834711.
200110190405      177068.      180532.      173535.      168142.
200110190406      950425.      863636.      942118.      851941.
200110190412      171581.      173329.      169883.      163256.
200110190413      935758.      852401.      931409.      844086.
200110190421      164665.      164923.      165590.      157968.
200110190422      941004.      847514.      943529.      846375.
200110190428      160762.      160236.      159873.      151706.
200110190429      921678.      838632.      923244.      835297.
200110190435      156891.      155984.      155161.      146776.
200110190436      935007.      835079.      940949.      837326.
200110190442      155344.      154339.      155074.      146901.
200110190443      925216.      824181.      926969.      823016.
200110190449      149209.      147912.      147961.      139567.
200110190450      933825.      845161.      936280.      842521.
200110190456      147021.      145126.      147734.      138927.
200110190457      935869.      841895.      941201.      844018.
200110190503      146803.      144537.      145085.      135935.
200110190504      918306.      821031.      927806.      827290.
200110190510      143764.      140964.      141719.      131998.
200110190511      905432.      802781.      905154.      799348.
200110190517      143619.      140857.      143686.      134276.
200110190518      905840.      812913.      912670.      817747.
200110190524      143573.      140940.      142211.      132930.
200110190525      935344.      843121.      939137.      843869.
200110190533      162653.      163992.      159033.      152738.
200110190534      936630.      837528.      931472.      829221.
200110190540      148062.      146566.      144910.      136508.
200110190541      925948.      825085.      920850.      817125.
200110190547      143037.      140310.      141817.      132251.
200110190548      916392.      815713.      912964.      808682.
200110190554      141978.      137882.      141739.      130447.
200110190555      915477.      820600.      912927.      813642.
200110190601      138856.      133820.      140424.      128499.
200110190602      928748.      831555.      924832.      825903.
200110190608      137571.      132623.      137736.      126044.
200110190609      930955.      833505.      924893.      823681.
200110190615      137322.      132558.      136646.      125194.
200110190616      918044.      825650.      927282.      830277.
200110190622      139424.      134622.      139459.      127696.
200110190623      915564.      817214.      914285.      813063.
200110190629      139112.      134477.      138999.      127558.
200110190630      933480.      828531.      942030.      833579.
200110190636      146064.      141669.      145353.      133969.
200110190637      912236.      815205.      923351.      822412.
200110190645      256765.      259742.      269640.      266274.
200110190646      999291.      914677.  1.01024e+06      923910.
200110190652      224286.      225019.      223550.      217825.
200110190653      970965.      881691.      969705.      878419.
200110190659      222816.      228355.      208816.      206378.
200110190700      978919.      896713.      969077.      883924.
200110190706      228748.      238485.      211742.      212533.
200110190707      950176.      870388.      943356.      858494.
200110190713      196315.      201069.      184579.      181537.
200110190714      964254.      869469.      954729.      857345.
200110190720      177640.      179012.      170019.      163948.
200110190721      944209.      856944.      933083.      840428.
200110190727      166269.      165624.      161367.      153773.
200110190728      950589.      853786.      950038.      848968.
200110190734      157494.      154644.      155958.      146433.
200110190735      943720.      839397.      946852.      837882.
200110190741      149223.      145769.      146454.      136531.
200110190742      935784.      831977.      942528.      836025.
200110190748      145303.      141666.      143044.      133116.
200110190749      932944.      844267.      936198.      843582.
200110190757      143069.      139635.      142743.      132869.
200110190758      909193.      824979.      921313.      834869.
200110190804      137850.      133161.      138274.      127365.
200110190805      938092.      845515.      924687.      829201.
200110190811      137402.      133076.      136564.      126026.
200110190812      931439.      841027.      936333.      842328.
200110190818      131541.      126777.      133054.      122390.
200110190819      914086.      819161.      919009.      821188.
200110190825      131968.      127039.      132163.      121193.
200110190826      930521.      845110.      936288.      846695.
200110190832      132086.      127988.      132433.      122230.
200110190833      929189.      843571.      920305.      831459.
200110190839      131406.      127184.      132360.      122009.
200110190840      894629.      805531.      896371.      802977.
200110190846      129250.      124730.      129353.      118692.
200110190847      911714.      820641.      911917.      818383.
200110190853      130664.      126257.      130075.      119315.
200110190854      902216.      812563.      899702.      805169.
200110190900      135890.      132301.      133795.      123366.
200110190901      900111.      810945.      898967.      807229.
200110190909      128304.      124420.      127792.      117510.
200110190910      920547.      833367.      932298.      840638.
200110190916      130551.      126870.      130374.      120403.
200110190917      900406.      810523.      901580.      808572.
200110190923      128930.      124196.      129550.      118307.
200110190924      912606.      819852.      919208.      823478.
200110190930      134829.      127976.      136500.      122489.
200110190931      887636.      797059.      896467.      802934.
200110190937      137755.      129609.      142082.      126522.
200110190938      926966.      833575.      930816.      833429.
200110190944      551008.      551712.      384287.      373572.
200110190945  1.21411e+06  1.12779e+06  1.09114e+06      997444.
200110190951      424664.      422064.      310724.      298536.
200110190952  1.14851e+06  1.05313e+06  1.05783e+06      956249.
200110190958      361400.      357913.      273790.      261673.
200110190959  1.07448e+06      972849.  1.01652e+06      910666.
200110191005      279174.      276076.      224848.      213290.
200110191006  1.01780e+06      913573.      988310.      880858.
200110191012      223764.      220390.      188281.      177100.
200110191013      993032.      884566.      976129.      864149.
200110191020      198576.      194429.      171851.      160080.
200110191021      928997.      821633.      921109.      809178.
200110191027      205040.      200965.      184371.      173082.
200110191028      974414.      865724.      966679.      855800.
200110191034      196818.      193369.      176034.      165161.
200110191035      944278.      842018.      937069.      828746.
200110191041      200849.      196604.      180868.      168657.
200110191042      965016.      861376.      949500.      840952.
200110191048      195050.      191180.      173455.      161911.
200110191049      958080.      857309.      944985.      839970.
200110191055      193926.      188244.      174526.      160774.
200110191056      942845.      834051.      935059.      822292.
200110191102      191655.      186117.      170358.      156998.
200110191103      952049.      844244.      932578.      821379.
200110191109      189373.      185679.      168291.      157012.
200110191110      950769.      858490.      924095.      827316.
200110191116      187242.      183933.      167203.      156523.
200110191117      954158.      851106.      960734.      854126.
200110191123      186843.      183364.      166701.      156249.
200110191124      961843.      857834.      946928.      839736.
200110191132      177267.      173619.      158891.      148516.
200110191133      938665.      839620.      927541.      823664.
200110191139      179397.      175187.      162469.      151004.
200110191140      922240.      823184.      918280.      815958.
200110191146      173689.      168643.      160149.      148204.
200110191147      942170.      838528.      931208.      825935.
200110191153      170568.      166810.      154560.      144259.
200110191154      919222.      827311.      904819.      808102.
200110191200      166693.      163458.      151744.      141927.
200110191201      927093.      834583.      920565.      823563.
200110191207      168209.      165738.      154507.      145469.
200110191208      931341.      842894.      925570.      834677.
200110191214      164091.      162062.      149924.      141330.
200110191215      948345.      858861.      937668.      843980.
200110191221      168204.      167591.      153124.      145520.
200110191222      907201.      826095.      899751.      814196.
200110191228      206023.      212307.      187965.      183402.
200110191229      957821.      870254.      947254.      853284.
200110191235      227867.      224638.      223406.      205034.
200110191236      945901.      859495.      952099.      855379.
200110191244      205411.      200761.      198881.      181384.
200110191245      957875.      870311.      951817.      857909.
200110191251      183335.      178072.      176227.      160710.
200110191252      928198.      838844.      926385.      830905.
200110191258      171553.      166240.      163705.      149409.
200110191259      938449.      846172.      938729.      841435.
200110191305      174722.      168683.      167484.      152351.
200110191306      922763.      828600.      922412.      823042.
200110191312      163216.      159286.      153310.      141157.
200110191313      922702.      830291.      913388.      816871.
200110191319      154467.      151644.      144622.      134457.
200110191320      919768.      832766.      914835.      824591.
200110191326      153322.      150296.      142107.      132283.
200110191327      889306.      799252.      887511.      794139.
200110191333      150706.      146755.      139605.      128981.
200110191334      925996.      822325.      926678.      818692.
200110191340      170633.      166788.      152758.      141830.
200110191341      935362.      840202.      925240.      826844.
200110191347      154437.      150114.      143353.      132331.
200110191348      894379.      800953.      884083.      787722.
200110191356      150602.      146009.      140855.      129543.
200110191357      927567.      824893.      915133.      808897.
200110191403      149507.      144253.      143788.      131864.
200110191404      935626.      827098.      933762.      823491.
200110191410      144763.      140325.      136950.      126094.
200110191411      919631.      825908.      922116.      824753.
200110191417      143062.      138157.      136498.      125364.
200110191418      925920.      829100.      923964.      824238.
200110191424      143747.      138620.      137186.      125988.
200110191425      907145.      805466.      909764.      804898.
200110191431      141051.      136851.      134483.      124230.
200110191432      922324.      836634.      919120.      830130.
200110191438      143588.      138563.      138031.      127075.
200110191439      926040.      834150.      922269.      825770.
200110191445      148898.      143515.      144429.      132590.
200110191446      945762.      847806.      934359.      833860.
200110191452      159684.      155825.      157363.      147044.
200110191453      951435.      851465.      946203.      843055.
200110191459      160761.      156801.      158515.      148175.
200110191500      968891.      865893.      959174.      853427.
200110191508      154593.      151562.      151417.      142175.
200110191509      906126.      822733.      907467.      821615.
200110191515      152002.      149173.      147321.      138147.
200110191516      932941.      837420.      927181.      828861.
200110191522      148245.      145453.      143374.      134191.
200110191523      935907.      843432.      928157.      833505.
200110191529      151740.      149222.      144487.      135318.
200110191530      904498.      813091.      897091.      802667.
200110191536      147712.      146025.      139490.      131330.
200110191537      933715.      839542.      928280.      831783.
200110191543      146614.      143899.      139030.      130179.
200110191544      892875.      810964.      890942.      806921.
200110191550      151165.      149255.      144857.      137030.
200110191551      923904.      837327.      924811.      836486.
200110191557      146346.      142534.      138356.      128780.
200110191558      925199.      836964.      912542.      821775.
200110191604      152087.      146486.      145272.      133486.
200110191605      923593.      826379.      927598.      826781.
200110191611      149336.      144444.      141734.      131044.
200110191612      936188.      840398.      941676.      844560.
200110191620      234940.      253999.      207881.      215961.
200110191621  1.01320e+06      928255.      978898.      886359.
200110191627      750922.      921986.      620692.      747429.
200110191628  1.53326e+06  1.59965e+06  1.39741e+06  1.42295e+06
200110191634      946889.  1.17893e+06      773722.      947413.
200110191635  1.62022e+06  1.72940e+06  1.46128e+06  1.52048e+06
200110191641      739113.      910992.      604103.      729853.
200110191642  1.38952e+06  1.42771e+06  1.27232e+06  1.27418e+06
200110191648      573954.      695363.      473002.      559100.
200110191649  1.24283e+06  1.26279e+06  1.15628e+06  1.14974e+06
200110191655      494235.      594697.      407331.      476551.
200110191656  1.16490e+06  1.15828e+06  1.10195e+06  1.07404e+06
200110191702      445058.      528347.      369638.      425110.
200110191703  1.15269e+06  1.12156e+06  1.08374e+06  1.03577e+06
200110191709      388604.      454049.      326610.      368057.
200110191710  1.12607e+06  1.09418e+06  1.06566e+06  1.01872e+06
200110191716      333018.      380655.      281359.      309348.
200110191717  1.04758e+06      989731.  1.01219e+06      941318.
200110191723      282185.      313589.      240869.      256241.
200110191724  1.02351e+06      951314.      990462.      907106.
200110191732      267546.      290346.      232449.      240225.
200110191733  1.00725e+06      929458.      987748.      901588.
200110191739      262355.      282614.      228896.      234769.
200110191740  1.00090e+06      915346.      979078.      884989.
200110191746      263662.      285180.      228026.      235259.
200110191747  1.07364e+06  1.00707e+06  1.03686e+06      962780.
200110191753      257209.      278396.      223017.      230312.
200110191754  1.08249e+06  1.00955e+06  1.04866e+06      967700.
200110191800      248350.      267798.      213269.      219804.
200110191801  1.03450e+06      953108.  1.01056e+06      922982.
200110191807      243034.      260869.      209831.      215276.
200110191808  1.01854e+06      927874.      992495.      896284.
200110191814      236372.      253449.      203141.      208201.
200110191815  1.04747e+06      945026.  1.02406e+06      915526.
200110191821      236164.      250441.      204637.      207060.
200110191822  1.04002e+06      936136.  1.01143e+06      902186.
200110191828      223960.      235227.      193772.      194226.
200110191829  1.01575e+06      917480.      994333.      889324.
200110191835      224684.      236215.      192954.      193692.
200110191836  1.03334e+06      940576.  1.00129e+06      901448.
200110191844      220359.      230083.      193369.      192436.
200110191845  1.03717e+06      923242.  1.00472e+06      885878.
200110191851      216771.      226315.      189375.      188470.
200110191852  1.01678e+06      928149.      992678.      899381.
200110191858      212654.      219280.      185515.      182116.
200110191859  1.02716e+06      936278.  1.01088e+06      912705.
200110191905      210057.      216522.      186777.      183203.
200110191906  1.01010e+06      912286.      998486.      894255.
200110191912      208432.      213976.      185043.      180650.
200110191913  1.03036e+06      923771.  1.00377e+06      892190.
200110191919      201806.      206304.      180408.      175359.
200110191920  1.00558e+06      895818.      989941.      876855.
200110191926      199509.      202667.      181352.      174989.
200110191927  1.02596e+06      907294.  1.00822e+06      886937.
200110191933      195197.      198159.      176836.      170742.
200110191934  1.01784e+06      908347.  1.00166e+06      889834.
200110191940      190880.      192283.      173582.      165650.
200110191941  1.00839e+06      894749.      989448.      871571.
200110191947      191331.      193393.      174831.      167400.
200110191948  1.01635e+06      917890.  1.01011e+06      907091.
200110191956      190995.      189823.      176925.      165896.
200110191957  1.04154e+06      927673.  1.03621e+06      918051.
200110192003      186335.      185293.      173162.      162553.
200110192004  1.02243e+06      898461.  1.01696e+06      888609.
200110192010      186172.      186114.      171577.      162181.
200110192011  1.04732e+06      931924.  1.05103e+06      932281.
200110192017      181749.      181257.      168171.      158653.
200110192018  1.02065e+06      913046.  1.00394e+06      890069.
200110192024      185591.      186185.      169178.      160931.
200110192025  1.00729e+06      907452.  1.00205e+06      896703.
200110192031      183183.      182959.      166605.      157554.
200110192032  1.02159e+06      902677.  1.00811e+06      883932.
200110192038      182033.      180883.      166737.      156991.
200110192039  1.02475e+06      907817.  1.02232e+06      900362.
200110192045      182099.      181881.      166699.      158059.
200110192046  1.02281e+06      916837.  1.01082e+06      900564.
200110192052      177819.      177474.      163262.      154469.
200110192053  1.02221e+06      913607.      998937.      885548.
200110192059      180092.      178788.      166622.      156611.
200110192100  1.01471e+06      893492.  1.00309e+06      876610.
200110192108      184783.      182036.      174513.      162553.
200110192109  1.00789e+06      892631.  1.00537e+06      884963.
200110192115      183424.      180816.      171969.      160729.
200110192116  1.00712e+06      884989.  1.01757e+06      892579.
200110192122      176504.      175415.      164864.      155532.
200110192123  1.04048e+06      927643.  1.02381e+06      907100.
200110192129      178865.      177647.      164351.      154928.
200110192130  1.06754e+06      951193.  1.04174e+06      919184.
200110192136      182880.      182281.      167725.      158784.
200110192137  1.09106e+06      981147.  1.08572e+06      973698.
200110192143      186400.      185020.      173324.      163653.
200110192144  1.10257e+06      982488.  1.08007e+06      954028.
200110192150      189450.      188398.      171364.      161734.
200110192151  1.06750e+06      949406.  1.06012e+06      936776.
200110192157      189875.      188244.      171333.      161060.
200110192158  1.04369e+06      915846.  1.03362e+06      900493.
200110192204      188391.      186407.      169123.      158399.
200110192205  1.04811e+06      934063.  1.02755e+06      906905.
200110192211      180332.      179098.      159917.      150272.
200110192212      995282.      889235.      979346.      868264.
200110192220      179281.      178137.      161975.      152361.
200110192221  1.03109e+06      906494.  1.01809e+06      888211.
200110192227      174151.      172619.      159295.      149445.
200110192228  1.01396e+06      900474.      994586.      877462.
200110192234      171053.      168474.      156328.      145466.
200110192235  1.01877e+06      895375.  1.01007e+06      882092.
200110192241      175436.      171308.      164285.      151311.
200110192242  1.02715e+06      909763.  1.01249e+06      887913.
200110192248      166460.      161882.      155900.      142444.
200110192249      980112.      859204.      965029.      839619.
200110192255      164095.      157521.      156552.      140951.
200110192256      962412.      842579.      966866.      842516.
200110192302      158798.      151713.      150345.      134401.
200110192303      954705.      832586.      934927.      807214.
200110192309      163848.      153823.      161329.      141256.
200110192310      919973.      800345.      919725.      793977.
200110192316      185093.      177265.      172125.      154069.
200110192317      946019.      828357.      934872.      812763.
200110192323      333812.      334049.      252442.      239628.
200110192324  1.05477e+06      953012.      983644.      872772.
200110192332      404731.      408321.      287888.      278585.
200110192333  1.09766e+06      989257.  1.00342e+06      889172.
200110192339      278681.      279895.      216088.      206804.
200110192340      972067.      871522.      935875.      829976.
200110192346      204282.      202865.      176432.      166068.
200110192347      930682.      822374.      912884.      800306.
200110192353      169264.      166178.      153517.      142498.
200110192354      913192.      795952.      901365.      781519.
200110220000      113449.      106461.      112686.      101229.
200110220001      947416.      827852.      947355.      826349.
200110220007      115512.      108170.      114528.      102686.
200110220008      947657.      821983.      955602.      827414.
200110220014      114382.      107960.      112706.      101651.
200110220015      927310.      813016.      926541.      810314.
200110220021      115917.      109183.      115860.      104357.
200110220022      950815.      832973.      952841.      832304.
200110220028      123614.      121146.      119747.      111613.
200110220029      930396.      820114.      930303.      818405.
200110220035      146021.      146332.      133474.      126927.
200110220036      986839.      865305.      969774.      843755.
200110220044      223533.      234270.      174208.      173134.
200110220045  1.01461e+06      914010.      980101.      872366.
200110220051      174459.      178285.      151083.      146815.
200110220052      972326.      861048.      955521.      840811.
200110220058      142212.      140948.      133069.      126059.
200110220059      946223.      824736.      939111.      815972.
200110220105      136556.      135000.      131687.      124752.
200110220106      944876.      826125.      939413.      817841.
200110220112      135722.      135890.      130926.      125665.
200110220113      957652.      846481.      965573.      849812.
200110220119      136994.      136605.      132739.      127039.
200110220120      932884.      813402.      929878.      808225.
200110220126      133478.      133273.      128510.      123091.
200110220127      945317.      832407.      948261.      831771.
200110220133      134959.      134917.      129631.      124182.
200110220134      945132.      833977.      944109.      831233.
200110220140      135920.      134318.      130676.      123728.
200110220141      923153.      809525.      935300.      817857.
200110220147      130812.      129386.      124866.      118168.
200110220148      936539.      820555.      937575.      819208.
200110220156      129584.      127858.      123814.      116714.
200110220157      927988.      818151.      926366.      812839.
200110220203      131202.      129182.      124365.      116713.
200110220204      926240.      804883.      932635.      807804.
200110220210      131520.      128081.      126573.      117631.
200110220211      931053.      809562.      924878.      801186.
200110220217      127244.      123943.      122257.      113645.
200110220218      938071.      823560.      950492.      834792.
200110220224      127105.      123048.      121534.      112139.
200110220225      942380.      822067.      936821.      813963.
200110220231      124742.      122217.      118786.      110648.
200110220232      893452.      789905.      893179.      787661.
200110220238      130894.      128342.      124831.      116815.
200110220239      867199.      772973.      859467.      761833.
200110220245      127766.      127200.      119541.      113273.
200110220246      876260.      791252.      870522.      784206.
200110220252      124927.      124226.      116339.      109747.
200110220253      876618.      780375.      874900.      775888.
